name,affiliation
Dean Lusher,Swinburne University of Technology
Debaditya Barman,Visva-Bharati University
Debarati Das 0002,University of Minnesota
Debarka Sengupta,Indraprastha Institute of Information Technology Delhi
Debaroti Chowdhury,Indian Institute of Engineering Science and Technology
Debashish Roy,Ryerson University
Debasis Das 0001,IIT Jodhpur
Debing Liu,Tsinghua University
Deborah I. Fels,Ryerson University
Deborah L. Hall,Arizona State University
Dehai Liu,Dongbei University of Finance & Economics
Deirdre M. Kirke,National University of Ireland
Dejing Dou,University of Oregon
Delfina Malandrino,University of Salerno
Delia Baldassarri,York University
Dena Ahmed S. Al Thani,Khalifa University
Denis Bouyssou,CNRS
Denis Gracanin,Virginia Tech
Denis Helic,Graz University of Technology
Dennis Li,The University of Texas Health Science Center at Houston
Dennis Ross,Michigan State University
Derek Kreager,Pennsylvania State University
Derek L. Hansen,Brigham Young University
Derek Weber,University of Adelaide
Dev Vashisth,BITS Pilani
Devesh Tiwari,Northeastern University
Devon D. Brewer,University of Washington
Dexiang Yin,Huazhong University of Science and Technology
Deying Li 0001,Renmin University of China
Dharshana Kasthurirathna,University of Sydney
Dhruv Sharma,University of Minnesota
Di Wang 0001,University of Manchester
Diana Mok,University of Western Ontario
Diana Palsetia,Western University
Diane Felmlee,Pennsylvania State University
Diane Payne,University College Dublin
Dianne A. Van Hemert,Tilburg University
Dianxiang Xu,Northwest Normal University
Diego Perna,University of Calabria
Diliara Valeeva,University of Amsterdam
Dima Kagan,Ben-Gurion University of the Negev
Dimitri Fazito,Federal University of Minas Gerais
Dimitrios Gunopulos,University of Athens
Dimitrios Katsaros 0001,University of thessaly
Dimitrios Kotsakos,University of Athens
Dimitrios Kravvaris,Ionian University
Dimitrios Pappas,University of Sheffield
Dinesh Garg,IIT Gandhinagar
Dinesh Kumar Saini,Sohar University
Ding-Zhu Du,Korea University
Dinnus H. M. Frijters,VU Amsterdam
Dino Dittrich,Tilburg University
Dino P. Christenson,Boston University
Dionisis Margaris,University of Athens
Dirk-Jan van Veen,ETH Zurich
Dixon Vimalajeewa,Waterford Institute of Technology
Djellel Eddine Difallah,York University
Djoerd Hiemstra,University of Twente
Dmitri Goldenberg,Tel-Aviv University
Doina Caragea,Kansas State University
Domenico Brunetto,Politecnico di Milano
Domenico De Stefano,Ca' Foscari University of Venice
Dominic DiFranzo,Cornell University
Dominic Lee,University of Canterbury
Dominique Haughton,Bentley University
Dong Wang 0002,University of Illinois at Urbana-Champaign
Dongbing Gu,University of Essex
Dongjin Song,University of California - San Diego
Dongkyun Im,Seoul National University
Dongning Liu,Guangdong University of Technology
Dongpu Cao,University of Waterloo
Dongwei Xu,Zhejiang University
Dongxiao Yu,Shandong University
Dorit Baras,IBM
Dorothea Wagner,Karlsruhe Institute of Technology
Dorothy Espelage,University of Florida
Dorottya Kisfalusi,Hungarian Academy of Sciences
Douglas Adams 0003,University of Arkansas
Douglas D. Heckathorn,Cornell University
Douglas L. Steinley,University of Missouri
Douglas W. Lowery-North,Emory University
Drazen Cepic,University of Zadar
Du Q. Huynh,University of Western Australia
Duan-Shin Lee,National Tsing Hua University
Dumidu S. Talagala,University of Surrey
Dun Li,Zhengzhou University
Duo Xu,Shanghai Normal University
Durvasula V. L. N. Somayajulu,Indian Institute of Information Technology
Dusan Ramljak,Temple University
Dusit Niyato,Nanyang Technological University
Dusko Pavlovic,University of Hawaii at Manoa
Dustin Machi,Virginia Tech
Duy Quang Vu,University of Melbourne
Duy Vu,University of Melbourne
Eamon Lopez Marmion,University of Notre Dame
Eamonn O'Loughlin,University College Dublin
Ebin Deni Raj,Indian Institute of Information Technology
Ebrahim Bagheri,Ryerson University
Ebrahim Sahafizadeh,University of Isfahan
Ece Batchelder,University of California - Irvine
Ed Sleebos,VU Amsterdam
Edoardo Serra,Boise State University
Edward A. McBean,University of Guelph
Edward Bishop Smith,Western University
Edward H. Ip,Wake forest School of Medicine
Ee-Peng Lim,Singapore Management University
Eelke M. Heemskerk,Leiden University
Efstathios Velenis,Cranfield University
Ehsan Ghezelbash,University of Tehran
Ehsan Mohammady Ardehaly,Illinois Institute of Technology
Eiko Yoneki,University of Cambridge
Einat Minkov,University of Haifa
Eirinaios Michelakis,University of California - Berkeley
Eirini Milaiou,University of Athens
Eirini-Eleni Tsiropoulou,University of New Mexico
Eithne Quinn,University of Manchester
Ekta Gujral,University of California - Riverside
Elad Yom-Tov,Microsoft
Elahe Ghalebi K.,TU Wien
Elaheh Ghalebi,ETH Zurich
Elaheh Raisi,Virginia Tech
Elaine M. Hernandez,Indiana University
Elena Moltchanova,University of Canterbury
Elena Simperl,University of Southampton
Eleni Stai,EPFL
Eleonora Patacchini,Sapienza University of Rome
Elham Rastegari,University of Nebraska Omaha
Elham Shaabani,Arizona State University
Eli V. Olinick,Southern Methodist University
Elias B. Khalil,Georgia Institute of Technology
Elias Soares,UFMG
Elisa Bellotti,University of Manchester
Elisa Bertino,Purdue University
Elisa Jayne Bienenstock,Stanford University
Elisabeth L. Terhell,Vrije University Amsterdam
Elisabeth Lex,Graz University of Technology
Elise Cappella,York University
Elisenda Molina,University Carlos III of Madrid
Elizabeth Costenbader,Johns Hopkins University
Elizabeth Kwan,National Tsing Hua University
Elizabeth Reilly,Johns Hopkins University
Ella M. Atkins,University of Michigan
Ellen Harries,University of Manchester
Elvis Saravia,National Tsing Hua University
Emilio Ferrara,USC Information Sciences Institute
Emily Hoagland,Cornell University
Emily Porter,University of Washington
Emily Smith,University of California - Irvine
Emma McBryde,University of Melbourne
Emma S. Spiro,University of California - Irvine
Emoke-Ágnes Horvát,Western University
Emre Kiciman,Microsoft
Engelbert Mephu Nguifo,CNRS
Enrica Iannuzzi,University of Foggia
Enrico Bozzo,University of Udine
Enrico Gallinucci,University of Bologna
Enrique González-Arangüena,Universidad Complutense de Madrid
Eran Shor,McGill University
Erez Shmueli,Tel-Aviv University
Eric Cawi,Washington University in St. Louis
Eric D. Kolaczyk,Boston University
Eric D. Widmer,University of Geneva
Eric Fleury,CNRS
Eric Giannella,University of California - Berkeley
Eric Gladstone,University of Kent
Eric Horvitz,Microsoft
Eric J. Neuman,University of Illinois at Urbana-Champaign
Eric Lancaster,University of Maryland - College Park
Eric Quintane,University of Los Andes
Eric Rice,University of Southern California
Eric Schoon,University of Arizona
Eric Turkheimer,University of Virginia
Eric W. Welch,Arizona State University
Erica Briscoe,Georgia Institute of Technology
Ericsson Marin,Arizona State University
Erik Cambria,Nanyang Technological University
Erik Jan van Leeuwen,Max Planck Institute
Erik M. Volz,University of Texas at Austin
Erik Saule,Ohio State University
Erin Pullen,Indiana University
Erkki Vartiainen,National Public Health Institute
Erwu Liu,Tongji University
Esra Akbas,Florida State University
Essi Pöyry,University of Helsinki
Esteban Moro,University Carlos III of Madrid
Esther Mead,University of Arkansas
Eszter Berán,Catholic University
Eugen Pircalabelu,KU Leuven
Eugene C. Johnsen,University of California - Santa Barbara
Eugene Santos,Dartmouth College
Eugenius Kaszkurewicz,Federal University of Rio de Janeiro
Eun Jin Kwak,University of Georgia
Eunice E. Santos,Illinois Institute of Technology
Eva Huszti,University of Debrecen
Eva Jaspers,Utrecht University
Eva Kyndt,KU Leuven
Eva Vriens,Utrecht University
Evaggelia Pitoura,University of Ioannina
Evan Finley,Indiana University
Evangelos E. Papalexakis,University of California - Riverside
Evelien Demaerschalk,University of Leuven
Evey Huang,Western University
Eytan Adar,HP Labs
F. Marijn Stok,University of Konstanz
Fabian Flöck,GESIS - Leibniz Institute for the Social Sciences
Fabiana Zollo,IMT School for Advanced Studies
Fabien Tarissan,CNRS
Fabio Casati,University of Trento
Fabio Pammolli,Politecnico di Milano
Fabrizio Marozzo,University of Calabria
Fabrizio Sebastiani 0001,Khalifa University
Fabrizio Silvestri,Ca' Foscari University of Venice
Fahad Maqbool,University of Sargodha
Faisal Nabi,University of Southern Queensland
Falk Scholer,Massachusetts Institute of Technology
Faming Gong,China University of Petroleum
Fang Chen 0001,University of Technology Sydney
Fanjin Zhang,Tsinghua University
Fanzhang Li,Soochow University
Farsad Zamani Boroujeni,Islamic Azad University
Farshad Salimi Naneh Karan,University of Tennessee
Farzaneh Ghayour-Baghbani,University of Tehran
Farzaneh Zolala,Institute for Futures Studies
Fatima Alba Rendon-Huerta,University of Guanajuato
Fatima K. Abu Salem,American University of Beirut
Fattane Zarrinkalam,Ryerson University
Fei Hao,Shaanxi Normal University
Fei Tao,Beihang University
Fei-Yue Wang 0001,Chinese Academy of Sciences
Feifei Chen 0001,Deakin University
Feiyu Long,Beijing University of Posts and Telecommunications
Felicia F. Tian,Fudan University
Felix Brünker,University of Duisburg-Essen
Felix Reed-Tsochas,University of Oxford
Fen Zhao,University of Windsor
Feng Chen 0001,University of Texas at Dallas
Feng Li 0001,Indiana University
Feng Shi 0005,University of Chicago
Feng Wang 0002,Arizona State University
Feng Wang 0020,Fujian University of Technology
Feng Xia 0001,Federation University Australia
Feng Xu 0007,CUNY
Fenghua Zhu,Chinese Academy of Sciences
Fengjie Xie,Xi'an Jiaotong University
Feniosky Peña-Mora,Columbia University
Fenlin Liu,PLA Strategic Support force Information Engineering University
Feras N. Al-Obeidat,Zayed University
Fernando Calderon,National Tsing Hua University
Fernando Vega-Redondo,Bocconi University
Filip Agneessens,University of Trento
Filip Boen,KU Leuven
Filippo Menczer,Indiana University
Flaminio Squazzoni,University of Brescia
Florian Daniel,Politecnico di Milano
Florian Eßer,University of Hildesheim
Florian Geigl,Graz University of Technology
Florian Maire,University College Dublin
Florian Ott,Bundeswehr University Munich
Floriana Gargiulo,CNRS
Folke Mitzlaff,University of Kassel
Forough Allahbakhshi,Islamic Azad University
Fosca Giannotti,University of Pisa
Foster Amey,Middle Tennessee State University
Francesca Grippa,University of Salento
Francesca Pallotti,University of Greenwich
Francesca Spezzano,Boise State University
Francesco Calderoni,Università Cattolica del Sacro Cuore
Francis Lee,University of California - Irvine
Francis Tuerlinckx,University of Leuven
Francisco I. Bastos,Institute of Scientific and Technological Communication & Information in Health
Francisco Louçã,Lisbon University
Francky Trichet,CNRS
Frank Garcea,University of Rochester
Frank Kee,Queen's University
Frank Tutzauer,UFF
Frank W. Takes,Leiden University
Frank van Tubergen,Utrecht University
Frans Coenen,University of Liverpool
François G. Meyer,University of Colorado
François Grey,University of Geneva
Fred Morstatter,Carnegie Mellon University
Frederick Kin Hing Phoa,Academia Sinica
Fredrik Liljeros,Stockholm University
Frits van Merode,Maastricht University
Fruzsina Albert,Károli Gáspár University of the Reformed Church
Frédéric Gilbert 0001,CNRS
Frédéric Simard,University of Ottawa
Frédéric Varone,University of Geneva
Frédérique E. Oggier,Nanyang Technological University
Fucai Zhou,Northeastern University
Fuji Ren,Tokushima University
Fujio Toriumi,University of Tokyo
Fuzhi Zhang,Yanshan University
G. Poornalatha,National Institute of Technology
Gabriel A. Wainer,Carleton University
Gabriel Otero,University of Amsterdam
Gabriele Plickert,University of Toronto
Gabriella Pasi,University of Milan
Gaby G. Dagher,Boise State University
Gad Yair,The Hebrew University
Galina Daraganova,University of Melbourne
Gang Kou,Southwestern University of Finance and Economics
Gang Li 0009,Deakin University
Gang Liang,McGill University
Gang Pan 0001,Zhejiang University
Gang Wang 0011,Virginia Tech
Gang Xiong 0001,Chinese Academy of Sciences
Gaosheng Wu,Huazhong University of Science and Technology
Gaoxing Zhao,Dalian University of Technology
Gaoyang Liu,Huazhong University of Science and Technology
Garry L. Adams,Auburn University
Garry Robins,University of Melbourne
Garud Iyengar,Columbia University
Gary An,University of Chicago
Gasper Koren,University of Ljubljana
Gaurav Sharma 0009,Lakehead University
Gautam Srivastava,University of Victoria
Gbemisola Adejumo,University of Waterloo
Gemma Edwards,University of Manchester
Gene A. Shelley,Georgia State University
Gennaro Cordasco,University of Naples
Geoff A. Gross,UFF
Geoff K. Nicholls,University of Oxford
Geoffrey P. Morgan,Carnegie Mellon University
Georg Wolff,University of Freiburg
George A. Barnett,University of California - Davis
George B. Davis,Carnegie Mellon University
George Berry,Cornell University
George Cotsonis,Emory University
George Cybenko,Dartmouth College
George G. Vega Yon,University of Southern California
George Karabatis,University of Maryland - College Park
George Leckie,University of Bristol
George Loizou,University of London
George R. Barnes,University of Louisville
George Rochester,Northeastern University
George T. Jacob,IBM
George Wood,University of Oxford
Georges Linarès,Avignon University
Georgios Drakopoulos,Ionian University
Georgios I. Stamoulis,University of thessaly
Georgios Mantas,University of Greenwich
Gerald C. Kane,Boston College
Gerald Mollenhorst,Utrecht University
Gerard de Melo,Shandong University
Gerardo Garcia,University of Los Andes
Gerd Lindner,Karlsruhe Institute of Technology
Gerd Stumme,University of Kassel
Gerda Claeskens,KU Leuven
Gerhard G. Van De Bunt,VU Amsterdam
Gerhard Krug,University of Erlangen-Nuremberg
Gerhard Weikum,Rutgers University
Gerhard Weiss,Maastricht University
Germà Coenders,University of Girona
Germán Creamer,Stevens Institute of Technology
Gerrit Jan de Bruin,Leiden University
Gerrit Rooks,Eindhoven University of Technology
Gert Vande Broek,KU Leuven
Geyong Min,University of Exeter
Ghita Mezzour,International University of Rabat
Giacomo Solano,Eindhoven University of Technology
Giacomo Villa,University of Milan
